Transaction ID,Barber ID,Customer ID,Barbing Price,Transaction Date,Transaction Time,Hair Style,Customer Rating,Service Type
2894,1,89621,500,7/4/2023,18:15,Afro,2, shave
2895,1,39435,1000,5/1/2023,15:45,Afro,2,haircut
2896,1,58535,1000,12/22/2023,19:30,Afro,2,haircut
2897,1,78998,1000,5/4/2023,18:15,Afro,2,haircut
2898,5,79764,1000,1/26/2023,19:30,Low Cut,5,haircut
2899,5,97763,1000,7/6/2023,19:30,Fade,5,haircut
2900,1,60364,2000,8/20/2023,20:30,Afro,2,haircut
2901,3,32723,1000,4/21/2023,20:15,Low Cut,2,haircut
2902,1,66065,1000,4/25/2023,16:00,Afro,2,haircut
2903,3,57827,1000,2/17/2023,19:15,Low Cut,2,haircut
2904,1,91638,500,2/9/2023,16:15,Afro,2, shave
2905,4,68106,1000,4/2/2023,11:00,Low Cut,2,haircut
2906,5,80544,500,1/13/2023,15:30,Low Cut,5, shave
2907,2,77933,1000,1/25/2023,17:00,Low Cut,2,haircut
2908,3,36741,1000,5/2/2023,15:45,Low Cut,2,haircut
2909,4,9984,1000,11/14/2023,20:15,Low Cut,4,haircut
2910,1,37998,1000,6/14/2023,19:45,Afro,2,haircut
2911,5,77356,500,2/23/2023,19:30,Low Cut,2, shave
2912,1,28349,2000,12/27/2023,20:00,Afro,2,haircut
2913,1,29392,2000,4/23/2023,16:30,Afro,2,haircut
2914,1,48472,2000,3/26/2023,17:30,Afro,2,haircut
2915,4,45205,1000,2/4/2023,14:00,Afro,5,haircut
2916,5,5472,2000,5/4/2023,13:45,Dreadlocks,5,haircut
2917,4,41600,1000,3/2/2023,18:30,Low Cut,4,haircut
2918,4,78338,500,7/27/2023,10:30,Afro,5, shave
2919,4,71877,1000,8/25/2023,19:45,Low Cut,5,haircut
2920,4,93682,1000,12/26/2023,15:45,Low Cut,5,haircut
2921,2,17223,1000,5/2/2023,20:15,Afro,2,haircut
2922,4,37683,1000,10/13/2023,18:30,Low Cut,4,haircut
2923,3,28004,1000,8/5/2023,20:00,Fade,2,haircut
2924,1,18290,1000,10/2/2023,18:15,Afro,2,haircut
2925,5,26672,1000,11/3/2023,18:45,Box Cut,5,haircut
2926,4,16656,1000,1/23/2023,20:00,Low Cut,5,haircut
2927,2,12777,1000,8/23/2023,21:15,Low Cut,2,haircut
2928,4,80666,500,12/25/2023,17:30,Afro,5, shave
2929,3,66564,1000,9/3/2023,10:00,Afro,2,haircut
2930,5,80843,500,7/23/2023,12:00,Low Cut,5, shave
2931,4,86621,1000,10/5/2023,14:45,Fade,5,haircut
2932,1,24285,1000,3/21/2023,16:45,Afro,2,haircut
2933,3,99082,1000,8/3/2023,18:00,Mohawk,2,haircut
2934,4,89434,1000,6/4/2023,17:15,Low Cut,5,haircut
2935,1,79226,500,11/26/2023,19:30,Afro,2, shave
2936,5,46042,1000,8/25/2023,14:45,Low Cut,2,haircut
2937,4,23052,2000,12/13/2023,19:00,Dreadlocks,4,haircut
2938,3,2915,1000,4/25/2023,19:45,Fade,2,haircut
2939,4,52996,1000,5/25/2023,18:15,Afro,4,haircut
2940,4,50141,1000,3/26/2023,14:45,Low Cut,5,haircut
2941,2,56184,1000,5/29/2023,19:00,Afro,2,haircut
2942,2,64245,500,10/8/2023,17:00,Low Cut,2, shave
2943,1,98619,1000,2/24/2023,18:45,Afro,2,haircut
2944,4,44478,1000,12/1/2023,16:45,Low Cut,5,haircut
2945,1,62726,1000,8/30/2023,19:00,Afro,2,haircut
2946,2,14808,1000,6/13/2023,15:30,Fade,2,haircut
2947,3,49311,1000,5/2/2023,20:30,Box Cut,2,haircut
2948,4,22670,1000,8/7/2023,17:00,Low Cut,4,haircut
2949,3,90453,2000,2/10/2023,13:30,Dreadlocks,2,haircut
2950,3,79168,2000,5/9/2023,13:30,Twists,2,haircut
2951,5,47182,1000,12/4/2023,19:30,Afro,2,haircut
2952,5,62780,500,12/7/2023,15:45,Fade,2, shave
2953,1,58575,1000,8/8/2023,20:45,Afro,2,haircut
2954,3,19262,500,10/10/2023,14:30,Box Cut,2, shave
2955,5,46103,2000,11/17/2023,19:00,Dreadlocks,5,haircut
2956,1,68689,1000,12/11/2023,12:00,Afro,2,haircut
2957,4,25460,2000,11/4/2023,19:30,Dreadlocks,5,haircut
2958,2,16296,1000,11/21/2023,18:15,Low Cut,2,haircut
2959,4,57233,500,4/15/2023,15:45,Low Cut,5, shave
2960,2,92057,1000,5/19/2023,9:15,Low Cut,2,haircut
2961,1,37828,1000,4/12/2023,19:15,Afro,2,haircut
2962,4,54474,1000,9/27/2023,16:15,Low Cut,5,haircut
2963,1,70194,1000,3/24/2023,18:30,Afro,2,haircut
2964,1,93225,2000,7/24/2023,19:00,Afro,2,haircut
2965,5,50551,1000,6/26/2023,15:45,Low Cut,5,haircut
2966,3,95116,500,10/3/2023,12:45,Dreadlocks,2, shave
2967,2,21106,1000,4/18/2023,19:00,Afro,2,haircut
2968,4,21091,2000,5/16/2023,15:00,Dreadlocks,5,haircut
2969,5,77100,1000,10/4/2023,20:30,Crew Cut,2,haircut
2970,2,83472,1000,1/11/2023,16:30,Low Cut,2,haircut
2971,3,73350,1000,3/5/2023,19:45,Afro,2,haircut
2972,5,52828,1000,10/14/2023,13:00,Afro,5,haircut
2973,5,37646,2000,2/25/2023,8:30,Twists,5,haircut
2974,1,5887,1000,9/6/2023,20:45,Afro,2,haircut
2975,1,65379,1000,7/14/2023,17:30,Afro,2,haircut
2976,1,25803,500,9/30/2023,20:45,Afro,2, shave
2977,3,50576,2000,1/22/2023,16:45,Twists,2,haircut
2978,1,4242,500,1/26/2023,15:30,Afro,4, shave
2979,3,97537,1000,12/17/2023,18:30,Low Cut,2,haircut
2980,1,75464,2000,5/21/2023,12:30,Afro,4,haircut
2981,3,49658,1000,10/8/2023,16:30,Fade,2,haircut
2982,1,717,1000,2/22/2023,20:15,Afro,4,haircut
2983,4,6902,500,9/22/2023,16:00,Low Cut,5, shave
2984,3,23265,1000,3/31/2023,18:15,Afro,2,haircut
2985,3,75056,1000,9/16/2023,17:45,Low Cut,2,haircut
2986,3,25923,1000,7/25/2023,19:15,Low Cut,2,haircut
2987,4,36698,2000,10/28/2023,18:15,Twists,5,haircut
2988,1,19917,1000,5/27/2023,15:15,Afro,4,haircut
2989,4,82236,2000,2/9/2023,13:45,Dreadlocks,5,haircut
2990,3,34187,500,6/11/2023,17:30,Box Cut,2, shave
2991,1,14884,1000,2/6/2023,11:00,Afro,4,haircut
2992,4,68033,1000,8/2/2023,20:15,Afro,4,haircut
2993,4,12057,1000,9/28/2023,12:30,Fade,3,haircut
2994,5,85748,1000,4/15/2023,19:15,Low Cut,5,haircut
2995,1,60533,1000,12/10/2023,13:15,Afro,4,haircut
2996,4,58373,1000,2/1/2023,13:00,Crew Cut,2,haircut
2997,1,22656,1000,8/15/2023,17:30,Afro,4,haircut
2998,1,40216,2000,9/22/2023,14:15,Afro,4,haircut
2999,3,37930,2000,1/14/2023,19:15,Twists,2,haircut
3000,3,54604,500,12/20/2023,17:00,Fade,2, shave
3001,2,96408,2000,9/5/2023,12:30,Twists,2,haircut
3002,5,32401,500,7/14/2023,8:15,Low Cut,2, shave
3003,1,4898,1000,6/9/2023,16:30,Afro,4,haircut
3004,4,56775,1000,10/24/2023,19:30,Crew Cut,4,haircut
3005,2,94378,1000,2/20/2023,9:45,Mohawk,2,haircut
3006,5,79225,2000,4/21/2023,15:30,Twists,5,haircut
3007,1,59187,500,2/13/2023,20:30,Afro,4, shave
3008,4,34377,1000,11/20/2023,16:00,Low Cut,5,haircut
3009,4,48457,2000,9/25/2023,17:15,Dreadlocks,4,haircut
3010,1,77772,1000,9/30/2023,18:00,Afro,4,haircut
3011,1,27174,2000,5/22/2023,20:30,Afro,4,haircut
3012,2,41315,1000,9/5/2023,19:00,Fade,2,haircut
3013,3,53126,1000,12/29/2023,18:15,Afro,2,haircut
3014,4,24270,500,11/6/2023,16:00,Low Cut,5, shave
3015,4,95008,1000,3/13/2023,20:00,Afro,2,haircut
3016,1,9274,1000,12/21/2023,12:15,Afro,4,haircut
3017,4,82850,1000,7/1/2023,9:15,Fade,5,haircut
3018,1,98802,2000,6/3/2023,20:00,Afro,4,haircut
3019,3,61555,1000,7/27/2023,14:15,Crew Cut,2,haircut
3020,2,80904,2000,8/15/2023,18:15,Twists,2,haircut
3021,5,54622,1000,12/29/2023,14:45,Crew Cut,5,haircut
3022,2,11178,1000,11/9/2023,13:45,Box Cut,2,haircut
3023,5,54930,2000,2/9/2023,20:00,Dreadlocks,5,haircut
3024,4,18336,500,4/5/2023,19:00,Low Cut,5, shave
3025,2,365,1000,5/9/2023,13:45,Afro,2,haircut
3026,4,65482,1000,3/27/2023,17:00,Afro,3,haircut
3027,1,31191,1000,1/6/2023,16:15,Afro,4,haircut
3028,1,63679,1000,10/7/2023,13:45,Afro,4,haircut
3029,3,87395,1000,8/21/2023,20:45,Afro,2,haircut
3030,4,90003,1000,6/9/2023,13:15,Low Cut,5,haircut
3031,5,41390,2000,12/9/2023,9:15,Dreadlocks,4,haircut
3032,2,73466,500,1/13/2023,19:30,Afro,2, shave
3033,1,96129,1000,1/6/2023,16:15,Afro,4,haircut
3034,1,20245,1000,4/11/2023,15:15,Afro,4,haircut
3035,2,18533,1000,7/25/2023,21:30,Low Cut,2,haircut
3036,1,74864,1000,1/16/2023,19:45,Afro,4,haircut
3037,5,67355,1000,1/24/2023,18:00,Fade,5,haircut
3038,2,21382,2000,10/15/2023,13:15,Dreadlocks,2,haircut
3039,1,64797,2000,1/19/2023,17:30,Afro,4,haircut
3040,3,12104,500,8/11/2023,19:00,Crew Cut,2, shave
3041,2,80092,1000,4/5/2023,19:45,Low Cut,2,haircut
3042,4,66513,500,9/18/2023,15:00,Crew Cut,4, shave
3043,1,59618,1000,11/21/2023,19:45,Afro,4,haircut
3044,1,42974,1000,11/10/2023,20:30,Afro,4,haircut
3045,5,79335,1000,3/21/2023,14:15,Low Cut,5,haircut
3046,4,24476,1000,10/29/2023,18:30,Low Cut,5,haircut
3047,2,87508,500,7/31/2023,16:45,Dreadlocks,2, shave
3048,5,81385,2000,8/5/2023,17:00,Dreadlocks,4,haircut
3049,4,35790,1000,11/17/2023,14:00,Afro,2,haircut
3050,3,19731,1000,1/14/2023,10:45,Box Cut,2,haircut
3051,1,90616,1000,1/31/2023,16:00,Afro,4,haircut
3052,5,65049,2000,10/22/2023,16:45,Dreadlocks,2,haircut
3053,3,71158,1000,1/9/2023,17:00,Low Cut,2,haircut
3054,5,32309,500,1/29/2023,12:30,Box Cut,5, shave
3055,5,7016,1000,5/18/2023,14:30,Low Cut,5,haircut
3056,2,83810,1000,12/27/2023,17:00,Cornrows,2,haircut
3057,3,47301,1000,8/20/2023,21:30,Fade,2,haircut
3058,1,5130,1000,11/5/2023,13:00,Afro,4,haircut
3059,1,14397,1000,12/21/2023,19:00,Afro,4,haircut
3060,2,9241,2000,3/31/2023,20:45,Dreadlocks,2,haircut
3061,5,13133,2000,12/9/2023,19:45,Dreadlocks,4,haircut
3062,5,47399,1000,1/2/2023,10:00,Low Cut,4,haircut
3063,3,14102,1000,5/7/2023,19:30,Cornrows,2,haircut
3064,3,81920,500,5/1/2023,16:45,Afro,2, shave
3065,1,13220,1000,3/22/2023,17:30,Afro,4,haircut
3066,4,68421,500,5/17/2023,17:15,Afro,4, shave
3067,5,86718,1000,2/24/2023,13:00,Low Cut,5,haircut
3068,5,15700,1000,1/19/2023,18:15,Low Cut,5,haircut
3069,1,39509,1000,7/8/2023,12:30,Afro,4,haircut
3070,2,49461,1000,3/22/2023,17:30,Crew Cut,2,haircut
3071,2,89178,500,3/14/2023,13:45,Low Cut,2, shave
3072,2,40319,2000,6/21/2023,15:30,Twists,2,haircut
3073,2,62472,1000,1/31/2023,17:00,Low Cut,2,haircut
3074,5,9085,1000,11/6/2023,20:30,Low Cut,4,haircut
3075,1,60350,1000,10/26/2023,21:15,Afro,4,haircut
3076,5,65332,1000,6/5/2023,18:30,Low Cut,5,haircut
3077,5,4699,1000,6/30/2023,9:00,Box Cut,4,haircut
3078,5,27181,500,1/30/2023,19:45,Low Cut,5, shave
3079,5,86276,1000,8/20/2023,8:00,Low Cut,4,haircut
3080,3,81621,1000,2/14/2023,19:30,Low Cut,2,haircut
3081,3,32408,1000,12/23/2023,16:00,Afro,2,haircut
3082,2,20750,1000,1/6/2023,17:00,Afro,2,haircut
3083,5,40041,1000,3/24/2023,13:00,Crew Cut,5,haircut
3084,3,97603,1000,11/30/2023,18:30,Afro,2,haircut
3085,4,58395,1000,7/3/2023,13:30,Box Cut,2,haircut
3086,5,19222,1000,9/27/2023,9:30,Cornrows,2,haircut
3087,5,60571,1000,8/17/2023,18:00,Fade,3,haircut
3088,3,71241,500,1/24/2023,18:30,Box Cut,2, shave
3089,2,92951,2000,11/8/2023,18:30,Dreadlocks,2,haircut
3090,1,42763,500,8/1/2023,12:45,Afro,4, shave
3091,5,96438,1000,8/24/2023,19:15,Crew Cut,5,haircut
3092,1,38580,1000,6/27/2023,19:15,Afro,4,haircut
3093,5,41511,1000,3/23/2023,20:15,Box Cut,5,haircut
3094,1,19910,1000,2/16/2023,14:00,Afro,4,haircut
3095,5,10315,500,9/30/2023,18:30,Box Cut,4, shave
3096,2,43151,2000,8/11/2023,19:30,Dreadlocks,2,haircut
3097,4,85201,1000,3/5/2023,13:30,Fade,4,haircut
3098,4,28423,2000,2/21/2023,20:15,Dreadlocks,4,haircut
3099,4,34330,1000,12/26/2023,19:00,Mohawk,5,haircut
3100,1,23460,2000,5/20/2023,13:30,Afro,4,haircut
3101,4,73575,1000,10/8/2023,18:00,Afro,5,haircut
3102,5,81111,500,8/4/2023,13:00,Low Cut,4, shave
3103,3,90951,1000,9/5/2023,18:15,Low Cut,2,haircut
3104,2,85222,1000,8/29/2023,18:15,Mohawk,2,haircut
3105,3,78450,1000,4/25/2023,17:15,Low Cut,2,haircut
3106,2,47607,1000,8/16/2023,13:45,Low Cut,2,haircut
3107,1,92693,1000,10/13/2023,13:45,Afro,4,haircut
3108,4,94630,1000,9/9/2023,15:00,Fade,5,haircut
3109,2,56138,1000,10/15/2023,15:45,Afro,2,haircut
3110,2,60470,1000,6/25/2023,17:30,Crew Cut,2,haircut
3111,1,64604,1000,4/21/2023,14:15,Afro,4,haircut
3112,1,54885,500,4/29/2023,10:45,Afro,4, shave
3113,5,15475,1000,11/14/2023,16:00,Box Cut,5,haircut
3114,3,94880,500,5/29/2023,18:15,Fade,2, shave
3115,2,45134,1000,8/6/2023,18:30,Low Cut,2,haircut
3116,2,43567,1000,9/28/2023,14:00,Low Cut,2,haircut
3117,5,72008,1000,12/21/2023,13:15,Low Cut,2,haircut
3118,4,87640,1000,4/16/2023,20:30,Crew Cut,3,haircut
3119,1,77223,500,4/28/2023,10:00,Afro,4, shave
3120,2,69515,1000,5/31/2023,8:15,Fade,2,haircut
3121,1,25217,2000,1/31/2023,17:45,Afro,4,haircut
3122,3,61465,2000,5/18/2023,11:00,Dreadlocks,2,haircut
3123,4,19872,1000,7/21/2023,15:15,Low Cut,5,haircut
3124,2,37358,1000,5/27/2023,17:00,Afro,2,haircut
3125,2,26615,1000,3/10/2023,14:00,Fade,2,haircut
3126,4,26790,500,10/15/2023,16:30,Low Cut,5, shave
3127,1,41165,1000,6/23/2023,11:00,Afro,4,haircut
3128,2,71416,1000,2/26/2023,15:00,Low Cut,2,haircut
3129,4,54081,1000,11/10/2023,17:45,Fade,2,haircut
3130,2,63872,1000,4/2/2023,18:15,Low Cut,2,haircut
3131,3,38793,1000,9/5/2023,19:30,Low Cut,2,haircut
3132,3,82821,1000,6/21/2023,18:30,Low Cut,2,haircut
3133,5,63169,1000,11/24/2023,20:15,Crew Cut,2,haircut
3134,3,42526,1000,10/20/2023,14:00,Low Cut,2,haircut
3135,5,65230,1000,3/4/2023,19:45,Afro,5,haircut
3136,3,74077,500,1/23/2023,14:00,Afro,2, shave
3137,3,73299,1000,8/7/2023,11:30,Afro,2,haircut
3138,1,96405,500,7/30/2023,8:45,Afro,4, shave
3139,5,86449,2000,3/3/2023,17:15,Twists,3,haircut
3140,2,13276,1000,5/15/2023,14:00,Low Cut,2,haircut
3141,4,3202,2000,2/26/2023,17:15,Dreadlocks,5,haircut
3142,5,12334,2000,4/12/2023,20:45,Dreadlocks,5,haircut
3143,4,53968,500,11/22/2023,17:30,Fade,5, shave
3144,4,34841,1000,3/31/2023,18:45,Afro,5,haircut
3145,1,5128,2000,7/29/2023,16:45,Afro,4,haircut
3146,1,30635,1000,11/8/2023,18:15,Afro,4,haircut
3147,4,28587,1000,3/14/2023,12:45,Low Cut,5,haircut
3148,3,10344,2000,12/16/2023,19:30,Dreadlocks,2,haircut
3149,5,41208,2000,8/1/2023,14:45,Dreadlocks,5,haircut
3150,1,30874,500,11/12/2023,18:45,Afro,4, shave
3151,3,76871,1000,3/12/2023,13:30,Low Cut,4,haircut
3152,3,17542,1000,5/19/2023,19:30,Low Cut,5,haircut
3153,3,78589,1000,10/14/2023,17:00,Box Cut,5,haircut
3154,5,92079,1000,12/11/2023,13:00,Afro,5,haircut
3155,2,785,2000,12/18/2023,20:15,Dreadlocks,2,haircut
3156,2,29964,1000,2/8/2023,18:45,Mohawk,2,haircut
3157,3,45857,2000,4/30/2023,11:45,Dreadlocks,5,haircut
3158,1,28153,1000,1/13/2023,17:15,Afro,4,haircut
3159,4,6635,1000,2/24/2023,15:00,Afro,5,haircut
3160,5,19223,500,8/4/2023,14:15,Afro,5, shave
3161,1,8296,1000,4/21/2023,17:30,Low Cut,4,haircut
3162,2,7573,500,8/9/2023,18:30,Low Cut,2, shave
3163,2,5811,1000,3/28/2023,19:45,Low Cut,2,haircut
3164,2,74983,1000,7/16/2023,17:30,Low Cut,2,haircut
3165,3,39052,1000,12/17/2023,13:00,Box Cut,5,haircut
3166,4,60514,1000,2/28/2023,16:15,Box Cut,5,haircut
3167,2,63430,500,12/6/2023,12:30,Twists,2, shave
3168,4,94629,1000,12/1/2023,14:30,Fade,5,haircut
3169,2,806,1000,8/8/2023,21:00,Low Cut,2,haircut
3170,1,229,1000,9/17/2023,20:15,Low Cut,4,haircut
3171,5,7464,1000,10/18/2023,21:30,Fade,5,haircut
3172,4,75866,1000,9/23/2023,20:00,Low Cut,5,haircut
3173,4,92136,1000,11/6/2023,20:30,Low Cut,5,haircut
3174,1,72331,500,7/15/2023,17:15,Low Cut,4, shave
3175,2,3292,1000,8/26/2023,19:15,Low Cut,2,haircut
3176,5,180,1000,4/4/2023,14:30,Cornrows,4,haircut
3177,2,64605,2000,7/12/2023,16:30,Dreadlocks,2,haircut
3178,4,37424,1000,5/20/2023,17:30,Afro,5,haircut
3179,1,53271,1000,7/6/2023,20:30,Afro,4,haircut
3180,2,18424,1000,2/4/2023,12:15,Low Cut,2,haircut
3181,4,25581,2000,10/12/2023,11:15,Twists,3,haircut
3182,3,3519,1000,2/3/2023,18:00,Afro,5,haircut
3183,4,74610,1000,12/24/2023,13:00,Afro,5,haircut
3184,4,95304,500,2/18/2023,18:00,Low Cut,3, shave
3185,2,86638,1000,10/4/2023,9:30,Low Cut,2,haircut
3186,2,13076,2000,4/29/2023,12:30,Dreadlocks,2,haircut
3187,5,54568,1000,6/17/2023,19:00,Low Cut,3,haircut
3188,4,65246,1000,7/22/2023,16:30,Low Cut,5,haircut
3189,1,83208,1000,3/22/2023,16:30,Low Cut,4,haircut
3190,5,44977,1000,12/20/2023,17:30,Fade,4,haircut
3191,5,19489,1000,1/19/2023,16:15,Low Cut,5,haircut
3192,2,43153,500,5/30/2023,17:30,Dreadlocks,2, shave
3193,5,68461,1000,3/6/2023,13:15,Fade,5,haircut
3194,5,12565,1000,2/17/2023,16:30,Afro,5,haircut
3195,4,29526,2000,6/1/2023,8:15,Twists,4,haircut
3196,4,53066,1000,2/5/2023,9:45,Low Cut,2,haircut
3197,1,94388,1000,3/13/2023,19:30,Low Cut,4,haircut
3198,3,79469,1000,9/1/2023,19:30,Low Cut,4,haircut
3199,5,3834,1000,5/31/2023,19:00,Fade,3,haircut
3200,2,42005,500,1/1/2023,20:00,Box Cut,2, shave
3201,3,15903,1000,2/20/2023,19:15,Low Cut,4,haircut
3202,5,5651,500,11/5/2023,13:15,Dreadlocks,2, shave
3203,4,10616,1000,10/23/2023,14:00,Afro,5,haircut
3204,1,57826,1000,7/1/2023,13:15,Box Cut,4,haircut
3205,4,87075,1000,10/24/2023,13:30,Afro,4,haircut
3206,1,63486,2000,6/5/2023,18:45,Dreadlocks,4,haircut
3207,3,68978,500,10/3/2023,15:30,Twists,5, shave
3208,2,24762,1000,9/18/2023,19:00,Afro,2,haircut
3209,5,83972,1000,5/16/2023,12:15,Fade,3,haircut
3210,3,63864,1000,4/12/2023,15:00,Cornrows,5,haircut
3211,1,86149,2000,2/25/2023,21:15,Dreadlocks,4,haircut
3212,1,83875,1000,10/6/2023,9:30,Box Cut,4,haircut
3213,4,82824,1000,5/25/2023,17:45,Afro,5,haircut
3214,1,15359,500,11/6/2023,20:45,Afro,4, shave
3215,2,45773,1000,3/15/2023,18:45,Low Cut,2,haircut
3216,3,34343,1000,4/2/2023,15:00,Afro,3,haircut
3217,3,38425,1000,11/10/2023,17:15,Low Cut,4,haircut
3218,5,95486,1000,3/21/2023,19:00,Low Cut,5,haircut
3219,4,47596,2000,8/28/2023,12:00,Dreadlocks,3,haircut
3220,4,69879,1000,8/13/2023,17:30,Low Cut,5,haircut
3221,4,78111,2000,2/6/2023,12:00,Dreadlocks,5,haircut
3222,1,32552,1000,2/26/2023,17:00,Fade,4,haircut
3223,3,84026,1000,2/16/2023,13:15,Low Cut,5,haircut
3224,5,85666,500,11/16/2023,18:00,Low Cut,5, shave
3225,2,41370,1000,1/6/2023,19:15,Low Cut,2,haircut
3226,3,5366,500,9/10/2023,18:15,Dreadlocks,3, shave
3227,2,21311,1000,3/29/2023,11:00,Low Cut,2,haircut
3228,5,8364,2000,10/9/2023,20:15,Twists,4,haircut
3229,4,79997,2000,1/1/2023,17:30,Twists,4,haircut
3230,3,80755,1000,9/18/2023,17:30,Afro,5,haircut
3231,4,1069,500,9/28/2023,20:30,Crew Cut,5, shave
3232,2,73767,1000,11/6/2023,18:15,Low Cut,2,haircut
3233,4,22107,1000,9/18/2023,12:30,Low Cut,3,haircut
3234,5,49511,1000,9/19/2023,19:00,Low Cut,5,haircut
3235,1,14133,1000,6/1/2023,13:00,Afro,4,haircut
3236,1,71979,1000,6/4/2023,18:15,Fade,4,haircut
3237,1,31489,2000,9/9/2023,12:15,Dreadlocks,4,haircut
3238,3,28029,500,10/3/2023,8:45,Dreadlocks,2, shave
3239,3,70476,1000,3/7/2023,21:15,Afro,5,haircut
3240,5,9593,1000,9/17/2023,19:45,Fade,2,haircut
3241,3,84372,2000,12/12/2023,20:30,Twists,5,haircut
3242,5,95340,1000,7/1/2023,21:15,Afro,5,haircut
3243,5,93860,1000,9/30/2023,17:45,Low Cut,4,haircut
3244,5,47634,2000,5/31/2023,19:45,Dreadlocks,2,haircut
3245,5,4073,2000,1/31/2023,18:45,Dreadlocks,4,haircut
3246,1,35339,1000,3/18/2023,11:30,Low Cut,4,haircut
3247,3,39928,1000,2/16/2023,18:45,Low Cut,3,haircut
3248,1,13208,500,2/1/2023,13:30,Low Cut,4, shave
3249,3,43794,1000,4/16/2023,17:45,Low Cut,4,haircut
3250,1,65320,500,6/27/2023,20:45,Low Cut,4, shave
3251,1,7515,1000,1/24/2023,19:30,Afro,4,haircut
3252,2,32095,1000,2/20/2023,12:30,Afro,2,haircut
3253,4,21566,1000,10/6/2023,10:30,Low Cut,4,haircut
3254,4,25793,1000,8/28/2023,21:15,Cornrows,5,haircut
3255,2,26751,500,12/2/2023,17:45,Low Cut,2, shave
3256,3,24980,1000,9/8/2023,14:15,Low Cut,5,haircut
3257,2,54679,1000,12/15/2023,17:45,Box Cut,2,haircut
3258,4,1089,1000,9/8/2023,15:45,Afro,5,haircut
3259,5,20738,1000,4/18/2023,17:30,Box Cut,5,haircut
3260,2,47116,1000,5/5/2023,12:30,Low Cut,2,haircut
3261,2,53153,1000,5/19/2023,17:00,Low Cut,2,haircut
3262,4,66282,500,10/28/2023,14:15,Twists,4, shave
3263,1,13596,1000,11/16/2023,12:45,Low Cut,4,haircut
3264,4,46294,1000,10/1/2023,12:15,Low Cut,5,haircut
3265,4,68711,1000,2/12/2023,20:30,Low Cut,5,haircut
3266,5,81514,1000,7/16/2023,17:00,Low Cut,2,haircut
3267,2,92677,2000,4/5/2023,18:45,Twists,2,haircut
3268,2,59197,1000,8/30/2023,17:30,Low Cut,2,haircut
3269,4,10328,1000,4/3/2023,17:30,Box Cut,2,haircut
3270,3,61490,1000,2/13/2023,18:45,Fade,4,haircut
3271,3,81159,1000,8/17/2023,20:15,Low Cut,5,haircut
3272,1,99243,500,5/30/2023,19:45,Afro,4, shave
3273,2,19764,1000,2/11/2023,16:00,Low Cut,2,haircut
3274,1,61996,500,12/5/2023,18:45,Crew Cut,4, shave
3275,3,11536,1000,2/17/2023,14:45,Fade,4,haircut
3276,5,5947,1000,5/30/2023,20:15,Afro,5,haircut
3277,1,19306,1000,2/27/2023,17:45,Low Cut,4,haircut
3278,4,62851,2000,10/11/2023,13:15,Twists,5,haircut
3279,2,19667,500,4/19/2023,20:15,Low Cut,2, shave
3280,3,11650,1000,6/7/2023,20:30,Box Cut,5,haircut
3281,2,32754,1000,6/14/2023,14:30,Afro,2,haircut
3282,3,31126,1000,1/10/2023,19:15,Low Cut,5,haircut
3283,2,19799,2000,2/10/2023,10:30,Dreadlocks,2,haircut
3284,1,55505,2000,10/28/2023,15:45,Twists,4,haircut
3285,5,8978,1000,12/21/2023,18:30,Afro,5,haircut
3286,4,36979,500,10/16/2023,18:30,Dreadlocks,5, shave
3287,2,26221,2000,5/26/2023,17:45,Twists,2,haircut
3288,2,96695,1000,7/8/2023,18:00,Low Cut,2,haircut
3289,5,32069,1000,5/27/2023,17:30,Low Cut,5,haircut
3290,5,38516,1000,12/10/2023,12:30,Fade,5,haircut
3291,2,10981,1000,3/29/2023,20:45,Afro,2,haircut
3292,1,79645,1000,2/10/2023,17:30,Low Cut,4,haircut
3293,2,98060,1000,3/21/2023,15:30,Low Cut,2,haircut
3294,5,72775,1000,3/5/2023,10:30,Box Cut,5,haircut
3295,5,48148,1000,6/12/2023,16:00,Low Cut,4,haircut
3296,2,10462,500,5/2/2023,14:30,Low Cut,2, shave
3297,1,53047,1000,4/25/2023,14:45,Box Cut,4,haircut
3298,3,74107,500,7/4/2023,21:15,Dreadlocks,3, shave
3299,5,22240,1000,4/1/2023,19:15,Low Cut,4,haircut
3300,3,73996,1000,10/26/2023,14:15,Cornrows,5,haircut
3301,3,92465,1000,1/18/2023,19:00,Low Cut,2,haircut
3302,3,3061,1000,8/22/2023,20:30,Low Cut,5,haircut
3303,1,34308,500,7/2/2023,20:15,Low Cut,4, shave
3304,5,68934,1000,7/7/2023,17:45,Fade,4,haircut
3305,1,92913,2000,2/23/2023,18:00,Dreadlocks,4,haircut
3306,3,58158,1000,2/4/2023,18:30,Afro,5,haircut
3307,1,47149,1000,12/26/2023,19:45,Low Cut,4,haircut
3308,2,84088,1000,1/18/2023,16:15,Mohawk,2,haircut
3309,2,59754,2000,8/28/2023,16:15,Dreadlocks,2,haircut
3310,1,44015,500,6/18/2023,8:30,Low Cut,4, shave
3311,3,13590,2000,11/18/2023,20:30,Dreadlocks,5,haircut
3312,1,57878,1000,3/16/2023,16:00,Low Cut,4,haircut
3313,5,97188,2000,12/22/2023,18:45,Dreadlocks,4,haircut
3314,5,30695,1000,11/26/2023,21:30,Afro,5,haircut
